Price,Rooms,Type,Status,Parking Spaces,Land Size,Building Size,Architecture Style,County,Provider
"USD $1,500 per month","4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,,159.79 m2,Other,Liberty,Realty Executives Liberty
"USD $1,595 per month","3 bedroom(s), 2 bathroom(s)",House,Active,1,,116.04 m2,Other,Liberty,Realty Executives Liberty
"USD $1,050 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Townhouse,Active,,,107.02 m2,Other,Liberty,Realty Executives Liberty
"USD $1,750 per month","4 bedroom(s), 2 bathroom(s)",House,Active,,,132.67 m2,Other,Liberty,Realty Executives Liberty
"USD $1,500 per month","4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,,159.79 m2,Other,Liberty,Realty Executives Liberty
"USD $1,195 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,86.21 m2,Other,Liberty,Realty Executives Liberty
"USD $2,000 per month","4 bedroom(s), 2 bathroom(s)",House,Active,,,125.98 m2,Other,BRYAN,Realty Executives Liberty
"USD $1,200 per month","1 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Townhouse,Active,2,"1,537.81 m2",78.97 m2,Craftsman,Macomb,"ELEMENTARY HOMES, LLC."
"USD $2,200 per month","3 bedroom(s), 4 bathroom(s)",Apartment,Active,,"227,474.00 m2",188.04 m2,Colonial,Oakland,Remerica Hometown One
"USD $1,400 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,2,"1,537.81 m2",106.84 m2,Craftsman,Macomb,"ELEMENTARY HOMES, LLC."
"USD $4,800 per month","3 bedroom(s), 4 bathroom(s)",Apartment,Active,2,,343.74 m2,Contemporary,Washtenaw,Charles Reinhart Company
USD $12 per month,,Other,Active,,"5,463.26 m2",334.45 m2,Other,Muskegon,Core Realty Partners LLC
"USD $1,400 per month","2 bedroom(s), 1 bathroom(s)",Apartment,Active,,,93.92 m2,Other,Broome,Warren Real Estate
"USD $2,000 per month",,Other,Active,,,,Other,Lyon,Housman Partners Real Estate
"USD $1,300 per month","3 bedroom(s), 2 bathroom(s), 1 basement(s)",House,Active,,834.06 m2,102.19 m2,Other,Montgomery,Don Dobbs
"USD $1,700 per month","2 bedroom(s), 1 bathroom(s), 1 basement(s)",Townhouse,Active,,485.62 m2,103.68 m2,Other,Hartford,"West View Properties, LLC"
"USD $20,000 per month","6 bedroom(s), 8 bathroom(s), 1 basement(s)",House,Active,,"4,046.86 m2",724.64 m2,Colonial,Fairfield,William Pitt Sotheby's International Realty
"USD $3,000 per month","2 bedroom(s), 1 bathroom(s), 1 basement(s)",House,Active,2,"3,439.83 m2",102.19 m2,Cottage,Fairfield,RE/MAX Right Choice
"USD $3,800 per month",,Other,Active,,,,Other,Lyon,Housman Partners Real Estate
"USD $7,000 per month","4 bedroom(s), 4 bathroom(s), 1 basement(s)",House,Active,2,"21,529.29 m2",234.12 m2,Contemporary,Litchfield,
"USD $1,700 per month","3 bedroom(s), 2 bathroom(s), 1 basement(s)",Townhouse,Active,2,687.97 m2,103.12 m2,Other,Tolland,JBC Real Estate Services LLC
"USD $1,650 per month","2 bedroom(s), 2 bathroom(s)",Townhouse,Active,2,445.15 m2,93.65 m2,Other,New Haven,Keller Williams Legacy Partners
"USD $2,200 per month","3 bedroom(s), 2 bathroom(s), 1 basement(s)",House,Active,2,526.09 m2,108.88 m2,Ranch,New London,
"USD $1,750 per month","3 bedroom(s), 3 bathroom(s)",House,Active,4,890.31 m2,137.50 m2,Other,Nueces,Group One Real Estate
"USD $2,250 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,1,,109.63 m2,Ranch,Fairfield,Keller Williams Realty Partners
"USD $2,650 per month","3 bedroom(s), 2 bathroom(s), 1 basement(s)",Townhouse,Active,2,,92.90 m2,Colonial,New Haven,AllPoints Realty Inc
"USD $2,100 per month","3 bedroom(s), 2 bathroom(s), 1 basement(s)",House,Active,,"2,347.18 m2",137.40 m2,Ranch,Litchfield,Vision Real Estate
USD $427 per month,,Other,Active,,,,Other,McCracken,"eXp Realty, LLC"
"USD $1,200 per month","1 bedroom(s), 1 bathroom(s)",Townhouse,Active,1,,55.74 m2,Other,Fairfield,Fidelity Real Estate
USD $600 per month,,Other,Active,,,8.92 m2,Other,New Haven,AllPoints Realty Inc
"USD $2,750 per month","2 bedroom(s), 1 bathroom(s), 1 basement(s)",Apartment,Active,1,,404.13 m2,Other,Fairfield,Compass
USD $700 per month,,Other,Active,,,11.15 m2,Other,New Haven,AllPoints Realty Inc
"USD $2,200 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,92.07 m2,Other,Fairfield,Wareck Real Estate LLC
"USD $2,000 per month",,Other,Active,,,,Other,Lyon,Housman Partners Real Estate
"USD $1,300 per month","1 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Multi family,Active,,,76.92 m2,Other,Franklin,Newbury Properties
"USD $1,370 per month","2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Multi family,Active,,,88.26 m2,Other,Franklin,Newbury Properties
"USD $2,400 per month","3 bedroom(s), 2 bathroom(s)",House,Active,2,,145.95 m2,Other,Wichita,Paramount Real Estate Services
USD $23 per month,,Other,Active,36,"1,861.56 m2",237.27 m2,Other,Franklin,RE/MAX North
USD $945 per month,"1 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Multi family,Active,,485.62 m2,55.74 m2,Other,Franklin,BHHS American Realty Center
"USD $32,000 per month",,Other,Active,1,445.15 m2,36.23 m2,Other,Barnstable,Premier Commercial
"USD $1,500 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,96.99 m2,Ranch,Cuyahoga,"Century 21 DePiero & Assoc., Inc."
"USD $5,000 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,126.16 m2,Other,Palm Beach,Platinum Properties Real Estate Inc.
"USD $16,500 per month","5 bedroom(s), 5 bathroom(s)",House,Active,3,,341.60 m2,Other,Palm Beach,"Compass Florida, LLC"
"USD $4,850 per month","2 bedroom(s), 3 bathroom(s)",Townhouse,Active,2,,169.08 m2,Other,Palm Beach,"Lang Realty, Inc."
"USD $2,598 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,68.10 m2,Other,Broward,"Apogee Team Realty, LLC"
"USD $2,600 per month","3 bedroom(s), 2 bathroom(s)",Apartment,Active,,,113.99 m2,Other,Palm Beach,CENTURY 21 Tenace Realty
"USD $2,700 per month","2 bedroom(s), 3 bathroom(s)",Townhouse,Active,,,114.83 m2,Other,Palm Beach,Platinum Properties Real Estate Inc.
"USD $2,300 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,1,,113.62 m2,Other,Palm Beach,Exp Realty LLC
"USD $2,900 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,2,,152.08 m2,Other,Martin,Keller Williams Realty of Jupiter
"USD $7,500 per month","4 bedroom(s), 2 bathroom(s)",House,Active,2,,200.39 m2,Other,Palm Beach,United Realty Group Inc
"USD $3,400 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,1,,157.28 m2,Other,Miami-Dade,United Realty Group Inc
"USD $2,600 per month","2 bedroom(s), 3 bathroom(s)",Townhouse,Active,2,,96.06 m2,Other,Miami-Dade,Partnership Realty Inc.
"USD $3,950 per month","3 bedroom(s), 2 bathroom(s)",Apartment,Active,1,,182.18 m2,Other,Palm Beach,Coldwell Banker
"USD $1,500 per month",,Other,Active,,404.69 m2,,Other,Cuyahoga,"Realty Trust Service, LLC"
"USD $2,300 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,108.23 m2,Other,Palm Beach,RE/MAX Prestige Realty
"USD $4,047 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,120.50 m2,Other,Broward,"Apogee Team Realty, LLC"
"USD $3,500 per month","4 bedroom(s), 3 bathroom(s)",Townhouse,Active,1,,171.96 m2,Other,Palm Beach,Preferred Properties
USD $650 per month,"2 bedroom(s), 1 bathroom(s)",Apartment,Active,,,,Other,Hancock,Cedar One Realty
"USD $4,000 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,92.25 m2,Other,Broward,CENTURY 21 Stein Posner
"USD $2,100 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,,,59.09 m2,Other,Broward,Exp Realty LLC
,,,,,,,,,
"USD $1,500 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,55.74 m2,Other,Palm Beach,VantaSure Realty
"USD $12,500 per month","3 bedroom(s), 3 bathroom(s)",House,Active,2,,202.25 m2,Other,Palm Beach,Keller Williams Realty - Wellington
"USD $4,900 per month","3 bedroom(s), 4 bathroom(s)",Townhouse,Active,2,,209.22 m2,Other,Palm Beach,Keller Williams Realty of Jupiter
"USD $3,950 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,120.03 m2,Other,Palm Beach,Posh Properties
"USD $3,350 per month","3 bedroom(s), 2 bathroom(s)",Other,Active,,566.56 m2,165.74 m2,Ranch,Maricopa,Launch powered by Compass
"USD $3,850 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,,157.94 m2,Other,Palm Beach,RE/MAX REX
"USD $9,500 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,93.83 m2,Other,Palm Beach,South Florida Realty Group & Property Management LLC
"USD $3,500 per month","3 bedroom(s), 2 bathroom(s)",Other,Active,,526.09 m2,141.31 m2,Ranch,Maricopa,RE/MAX Fine Properties
"USD $2,800 per month","3 bedroom(s), 2 bathroom(s)",Townhouse,Active,,202.34 m2,156.91 m2,Contemporary,Maricopa,Keller Williams Realty Sonoran Living
"USD $2,450 per month","2 bedroom(s), 2 bathroom(s)",Townhouse,Active,,,96.34 m2,Other,Martin,Coldwell Banker Paradise NHI/FTP/SHI/PSL
"USD $1,500 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,372.31 m2,152.73 m2,Cape Cod,Cuyahoga,RE/MAX Haven Realty
"USD $5,500 per month","3 bedroom(s), 3 bathroom(s)",Other,Active,,"2,266.24 m2",283.45 m2,Other,Maricopa,Launch powered by Compass
"USD $1,999 per month","2 bedroom(s), 2 bathroom(s)",Other,Active,,930.78 m2,98.20 m2,Other,Maricopa,West USA Realty
"USD $2,000 per month","4 bedroom(s), 2 bathroom(s)",Other,Active,,404.69 m2,134.15 m2,Spanish,Maricopa,HomeSmart
"USD $3,400 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,,566.56 m2,120.40 m2,Other,Maricopa,Launch powered by Compass
"USD $3,340 per month","4 bedroom(s), 4 bathroom(s)",Other,Active,,728.43 m2,275.09 m2,Other,Maricopa,HomeSmart
"USD $3,200 per month","3 bedroom(s), 2 bathroom(s)",Other,Active,,566.56 m2,145.95 m2,Ranch,Maricopa,HomeSmart
"USD $1,800 per month","4 bedroom(s), 3 bathroom(s)",Other,Active,,647.50 m2,205.59 m2,Ranch,Pinal,HomeSmart
"USD $2,200 per month","2 bedroom(s), 2 bathroom(s)",Other,Active,,647.50 m2,147.90 m2,Other,Maricopa,Realty Executives
"USD $1,750 per month","3 bedroom(s), 2 bathroom(s)",Other,Active,,526.09 m2,112.23 m2,Ranch,Maricopa,West USA Realty
USD $750 per month,"2 bedroom(s), 1 bathroom(s)",Apartment,Active,,,,Other,Brooke,Cedar One Realty
"USD $2,200 per month","3 bedroom(s), 3 bathroom(s)",House,Active,,"2,225.77 m2",318.47 m2,Other,Benton,Limbird Real Estate Group
"USD $1,500 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,"1,375.93 m2",138.80 m2,Other,Washington,"Weichert Realtors, the Griffin Company"
"USD $1,550 per month","3 bedroom(s), 2 bathroom(s)",Other,Active,2,,118.92 m2,Other,Potter,Havenview Realty
"USD $2,300 per month","2 bedroom(s), 2 bathroom(s)",House,Active,,"1,982.96 m2",82.87 m2,Other,Ulster,Keller Williams Hudson Valley Realty
"USD $5,300 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,,Other,Suffolk,Signature Premier Properties
"USD $2,750 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,,364.22 m2,,Other,Nassau,Signature Premier Properties
"USD $4,000 per month","3 bedroom(s), 2 bathroom(s)",Townhouse,Active,,364.22 m2,,Other,Nassau,Signature Premier Properties
"USD $2,762 per month","2 bedroom(s), 1 bathroom(s)",Apartment,Active,,121.41 m2,,Other,Brooklyn,"Charles Rutenberg Realty, Inc."
"USD $2,700 per month","3 bedroom(s), 1 bathroom(s)",House,Active,,445.15 m2,94.67 m2,Cape Cod,Orange,Keller Williams Hudson Valley Realty
"USD $2,300 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,202.34 m2,47.01 m2,Colonial,Westchester,"Exprop Real Estate, Inc."
"USD $2,600 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,323.75 m2,,Ranch,Nassau,eXp Realty
"USD $4,800 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,,323.75 m2,153.20 m2,Colonial,Queens,Royalux Realty LLC
"USD $2,200 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,"19,951.02 m2",171.68 m2,Ranch,Sullivan,Joy Romano Realty
"USD $3,500 per month","3 bedroom(s), 1 bathroom(s)",House,Active,,161.87 m2,111.48 m2,Ranch,Nassau,eXp Realty
"USD $1,400 per month","2 bedroom(s), 2 bathroom(s)",Other,Active,1,,49.98 m2,Other,Randall,E-Properties
USD $650 per month,"2 bedroom(s), 1 bathroom(s)",Apartment,Active,,,,Other,Hancock,Cedar One Realty
"USD $1,000 per month",1 bathroom(s),Other,Active,4,,74.32 m2,Other,Craighead,COLDWELL BANK VILLAGE COMMUNITIES
"USD $2,100 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,"3,439.83 m2",,Ranch,Anderson,BHHS C. Dan Joyner REALTORS
USD $595 per month,"1 bedroom(s), 1 bathroom(s)",Apartment,Active,,364.22 m2,46.92 m2,Other,Shelby,"Mackenzie Allen, Polston & Associates"
"USD $2,800 per month","4 bedroom(s), 2 bathroom(s)",Townhouse,Active,,202.34 m2,148.64 m2,Other,Orange,Keller Williams Hudson Valley Realty
"USD $1,800 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Townhouse,Active,,,141.21 m2,Other,Leon,"The Naumann Group Real Estate, Inc."
"USD $1,200 per month","2 bedroom(s), 2 bathroom(s)",Townhouse,Active,,,111.48 m2,Other,Leon,Regional Property Services
"USD $4,750 per month","4 bedroom(s), 3 bathroom(s)",Other,Active,,,260.13 m2,Other,Leon,Keller Williams Town and Country Realty
"USD $2,500 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Other,Active,,,191.10 m2,New Traditional,Leon,Darden Real Estate Company
"USD $1,700 per month",1 bathroom(s),Other,Active,,,51.10 m2,Other,Westchester,Keller Williams NY Realty
"USD $2,450 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,,Other,Nassau,Douglas Elliman Real Estate
"USD $1,200 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,1,40.47 m2,61.32 m2,Contemporary,Pima,Copper Rose Realty llc
"USD $3,400 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,2,,68.56 m2,Other,San Diego,Coldwell Banker West
"USD $1,995 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,2,445.15 m2,153.38 m2,Other,Clark,PropertyTechnology Group LLC
"USD $1,850 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,2,364.22 m2,121.24 m2,Other,Clark,LUXE International Realty
"USD $7,500 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,663.69 m2,177.63 m2,Other,Lee,Orchid Realty Group INC
"USD $1,995 per month","3 bedroom(s), 3 bathroom(s)",House,Active,,404.69 m2,141.21 m2,Other,Marion,Tucco Realty LLC
"USD $7,000 per month","2 bedroom(s), 2 bathroom(s)",Other,Active,,,105.63 m2,Other,Lee,Keller Williams LLC
"USD $5,500 per month","3 bedroom(s), 2 bathroom(s)",Other,Active,,"1,216.08 m2",139.73 m2,Other,Lee,Realty One Group MVP
"USD $1,961 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,69.68 m2,Modern,Westchester,ERA Insite Realty
"USD $2,600 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,,156.08 m2,Other,York,Liz Moore and Associates
"USD $2,400 per month","5 bedroom(s), 3 bathroom(s)",House,Active,,792.78 m2,193.98 m2,Other,Porter,Advanced Real Estate LLC
"USD $2,400 per month","5 bedroom(s), 3 bathroom(s)",Other,Active,2,,,Other,Spartanburg,Bluefield Realty Group
"USD $1,300 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,,,89.65 m2,Other,Clark,Jade Realty
"USD $1,200 per month","2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Other,Active,,256.57 m2,61.32 m2,Other,Erie,Agresti Real Estate
"USD $1,500 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,,,,Other,Spartanburg,Bluefield Realty Group
"USD $1,150 per month","3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",House,Active,,"1,052.18 m2",80.27 m2,Bungalow,Marion,The Wilmoth Group
"USD $4,000 per month","5 bedroom(s), 5 bathroom(s)",House,Active,2,,241.46 m2,New Traditional,Oconee Co.,AGA Properties
"USD $2,200 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,3,"1,560.47 m2",149.85 m2,Ranch,Clarke Co.,3Tree Realty
"USD $1,400 per month","2 bedroom(s), 1 bathroom(s)",Apartment,Active,,"2,023.43 m2",76.18 m2,Other,Brevard,Real Estate Direct of Brevard
"USD $2,200 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,566.56 m2,163.70 m2,Other,Brevard,Denovo Realty
"USD $1,500 per month",1 bathroom(s),Other,Active,,,23.04 m2,Other,Volusia,EXP Realty LLC
"USD $2,050 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,,,,Other,Charleston,"John Liberatos Real Estate Co., LLC"
"USD $1,650 per month","1 bedroom(s), 1 bathroom(s)",Other,Active,,,,Other,Charleston,Excel Real Estate
"USD $2,600 per month","3 bedroom(s), 3 bathroom(s)",House,Active,,384.45 m2,172.61 m2,Other,York,Liz Moore and Associates
"USD $1,800 per month","2 bedroom(s), 1 bathroom(s)",House,Active,,890.31 m2,109.63 m2,Other,Brevard,Sunshine Managment Group Inc
"USD $1,250 per month","1 bedroom(s), 1 bathroom(s)",Other,Active,,,68.28 m2,Other,Bernalillo,Realty One Of New Mexico
"USD $2,500 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,607.03 m2,177.07 m2,Other,Brevard,RE/MAX Solutions
"USD $1,375 per month","3 bedroom(s), 2 bathroom(s)",Other,Active,1,267.09 m2,125.70 m2,Other,Lubbock,Location Rentals
"USD $1,300 per month","1 bathroom(s), 1 basement(s)",Other,Active,,,139.35 m2,Other,Luzerne,Classic Properties
"USD $1,185 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,106.84 m2,Other,Cumberland,Townsend Real Estate
"USD $1,550 per month","3 bedroom(s), 3 bathroom(s)",House,Active,2,571.82 m2,179.21 m2,Other,Lubbock,Location Rentals
"USD $2,145 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,,225.94 m2,Other,Cumberland,Townsend Real Estate
"USD $2,100 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,890.31 m2,213.86 m2,Other,Harnett,ReMax Southern Properties
USD $750 per month,"2 bedroom(s), 1 bathroom(s)",Apartment,Active,,"2,023.43 m2",69.68 m2,Other,Robeson,LIBERTY REALTY GROUP
"USD $1,450 per month","3 bedroom(s), 2 bathroom(s)",House,Active,4,607.03 m2,111.02 m2,Other,Nueces,Create Realty Group
"USD $2,600 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,,240.71 m2,Ranch,Cumberland,"TURNER REALTY COMPANY, LLC"
"USD $2,450 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,607.03 m2,183.58 m2,Other,Cabarrus,"Don Anthony Realty, LLC"
"USD $1,400 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,"1,416.40 m2",134.52 m2,Other,Jim Wells,Corpus Christi Realty Group
"USD $1,200 per month","2 bedroom(s), 1 bathroom(s)",House,Active,,485.62 m2,70.14 m2,Other,Iredell,Keller Williams Realty Lake Norman
"USD $1,250 per month","2 bedroom(s), 1 bathroom(s)",Apartment,Active,,,,Other,Gaston,"MECA Realty, LLC"
"USD $2,300 per month","2 bedroom(s), 3 bathroom(s)",House,Active,,323.75 m2,108.23 m2,Modern,Mecklenburg,Austin-Barnett Realty LLC
"USD $2,250 per month","2 bedroom(s), 3 bathroom(s)",House,Active,,768.90 m2,108.23 m2,Modern,Mecklenburg,Austin-Barnett Realty LLC
"USD $3,425 per month",,Other,Active,,"9,914.81 m2","5,202.57 m2",Other,Morgan,Keller Williams Indianapolis Metro North
USD $525 per month,"1 bedroom(s), 1 bathroom(s)",Townhouse,Active,,711.44 m2,50.17 m2,Other,Lubbock,Big State Real Estate
"USD $1,800 per month","4 bedroom(s), 2 bathroom(s)",House,Active,2,555.23 m2,169.27 m2,Other,Lubbock,Big State Real Estate
USD $900 per month,"2 bedroom(s), 2 bathroom(s)",Other,Active,,"4,046.86 m2",66.89 m2,Other,Lubbock,Big State Real Estate
USD $900 per month,"2 bedroom(s), 2 bathroom(s)",Townhouse,Active,1,785.09 m2,109.63 m2,Other,Lubbock,Big State Real Estate
"USD $1,200 per month","3 bedroom(s), 2 bathroom(s)",House,Active,2,641.02 m2,133.78 m2,Other,Lubbock,Big State Real Estate
"USD $1,900 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,768.90 m2,,Ranch,Mecklenburg,Carolina Property Management
"USD $2,200 per month","3 bedroom(s), 4 bathroom(s)",Townhouse,Active,,161.87 m2,,Other,Mecklenburg,"K.M.D. Realty, Inc"
"USD $99,900 per month",,Other,Active,3,585.99 m2,414.25 m2,Other,Niagara,Keller Williams Realty Lancaster
"USD $2,300 per month","3 bedroom(s), 2 bathroom(s), 1 basement(s)",House,Active,,"1,902.02 m2",135.27 m2,Other,Catawba,Prime Properties Group
"USD $1,900 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,80.94 m2,100.34 m2,Ranch,Monroe,Mitchell Pierson Jr. Inc. Realtors
"USD $1,550 per month",,Other,Active,4,"12,140.58 m2",140.28 m2,Other,Cabarrus,"Country Home Real Estate Services, Inc."
"USD $2,395 per month","4 bedroom(s), 2 bathroom(s)",House,Active,,"1,456.87 m2",125.23 m2,Ranch,Monroe,RE/MAX Realty Group
"USD $6,000 per month",1 bathroom(s),Apartment,Active,,,25.73 m2,Contemporary,Pitkin,"CHRISTIE'S INTERNATIONAL REAL ESTATE ASPEN SNOWMASS, LLC"
"USD $2,375 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,"1,092.65 m2",230.40 m2,Other,Aiken,"Broadwater-Toole Realty, LLC"
"USD $2,195 per month","3 bedroom(s), 3 bathroom(s)",House,Active,,,120.77 m2,Other,,Encompass Property Management
"USD $1,750 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,496.95 m2,139.08 m2,Other,Guadalupe,Cummins House To Home
"USD $2,350 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,549.16 m2,229.28 m2,New Traditional,Hays,Keller Williams Realty- Hays County
"USD $4,500 per month","5 bedroom(s), 4 bathroom(s), 1 livingroom(s)",House,Active,,"1,367.84 m2",397.25 m2,Other,Bexar,LPT Realty LLC
"USD $1,700 per month","3 bedroom(s), 3 bathroom(s)",Other,Active,,,139.82 m2,Other,Bexar,LPT Realty LLC
"USD $1,900 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,,512.74 m2,160.16 m2,Other,Bexar,LPT Realty LLC
